X;Y;Z
-0.00001725;0.00002391;-0.00016847
-0.00001726;0.00002384;-0.00016838
-0.00001726;0.00002381;-0.00016822
-0.00001727;0.00002373;-0.00016786
-0.00001726;0.00002363;-0.00016758
-0.00001726;0.00002352;-0.00016739
-0.00001726;0.00002351;-0.00016719
-0.00001726;0.00002347;-0.00016704
-0.00001727;0.00002342;-0.00016698
-0.00001727;0.00002338;-0.00016688
-0.00001735;0.00002333;-0.00016670
-0.00001746;0.00002326;-0.00016663
-0.00001746;0.00002325;-0.00016660
-0.00001745;0.00002329;-0.00016652
-0.00001741;0.00002326;-0.00016644
-0.00001751;0.00002318;-0.00016634
-0.00001767;0.00002306;-0.00016608
-0.00001785;0.00002289;-0.00016574
-0.00001803;0.00002268;-0.00016550
-0.00001814;0.00002260;-0.00016528
-0.00001822;0.00002250;-0.00016503
-0.00001829;0.00002236;-0.00016483
-0.00001839;0.00002217;-0.00016460
-0.00001854;0.00002198;-0.00016416
-0.00001863;0.00002173;-0.00016371
-0.00001867;0.00002149;-0.00016332
-0.00001865;0.00002129;-0.00016293
-0.00001870;0.00002112;-0.00016251
-0.00001871;0.00002089;-0.00016220
-0.00001877;0.00002069;-0.00016192
-0.00001881;0.00002053;-0.00016155
-0.00001883;0.00002036;-0.00016123
-0.00001879;0.00002019;-0.00016104
-0.00001878;0.00002014;-0.00016086
-0.00001875;0.00002006;-0.00016066
-0.00001877;0.00001995;-0.00016061
-0.00001883;0.00001986;-0.00016048
-0.00001887;0.00001971;-0.00016018
-0.00001897;0.00001955;-0.00015997
-0.00001899;0.00001937;-0.00015982
-0.00001901;0.00001927;-0.00015964
-0.00001901;0.00001921;-0.00015949
-0.00001906;0.00001909;-0.00015942
-0.00001907;0.00001897;-0.00015926
-0.00001909;0.00001883;-0.00015904
-0.00001906;0.00001871;-0.00015892
-0.00001907;0.00001863;-0.00015886
-0.00001906;0.00001862;-0.00015873
-0.00001907;0.00001853;-0.00015862
-0.00001905;0.00001837;-0.00015849
-0.00001907;0.00001825;-0.00015830
-0.00001905;0.00001810;-0.00015810
-0.00001907;0.00001795;-0.00015806
-0.00001913;0.00001789;-0.00015801
-0.00001917;0.00001785;-0.00015790
-0.00001915;0.00001778;-0.00015784
-0.00001919;0.00001765;-0.00015778
-0.00001922;0.00001755;-0.00015763
-0.00001926;0.00001738;-0.00015745
-0.00001927;0.00001725;-0.00015738
-0.00001921;0.00001715;-0.00015726
-0.00001914;0.00001706;-0.00015705
-0.00001907;0.00001691;-0.00015694
-0.00001905;0.00001674;-0.00015681
-0.00001907;0.00001655;-0.00015658
-0.00001909;0.00001632;-0.00015641
-0.00001910;0.00001618;-0.00015635
-0.00001905;0.00001607;-0.00015626
-0.00001905;0.00001604;-0.00015617
-0.00001895;0.00001594;-0.00015610
-0.00001891;0.00001586;-0.00015605
-0.00001883;0.00001575;-0.00015586
-0.00001879;0.00001564;-0.00015579
-0.00001873;0.00001551;-0.00015575
-0.00001865;0.00001542;-0.00015559
-0.00001861;0.00001524;-0.00015539
-0.00001855;0.00001504;-0.00015531
-0.00001847;0.00001492;-0.00015518
-0.00001842;0.00001487;-0.00015505
-0.00001846;0.00001475;-0.00015506
-0.00001850;0.00001470;-0.00015514
-0.00001854;0.00001470;-0.00015509
-0.00001858;0.00001467;-0.00015507
-0.00001854;0.00001463;-0.00015514
-0.00001853;0.00001467;-0.00015511
-0.00001845;0.00001471;-0.00015509
-0.00001845;0.00001476;-0.00015519
-0.00001843;0.00001479;-0.00015523
-0.00001846;0.00001479;-0.00015521
-0.00001851;0.00001475;-0.00015522
-0.00001854;0.00001476;-0.00015529
-0.00001847;0.00001479;-0.00015527
-0.00001843;0.00001482;-0.00015519
-0.00001842;0.00001471;-0.00015522
-0.00001837;0.00001467;-0.00015519
-0.00001833;0.00001464;-0.00015510
-0.00001838;0.00001466;-0.00015514
-0.00001834;0.00001468;-0.00015525
-0.00001833;0.00001478;-0.00015527
-0.00001830;0.00001488;-0.00015530
-0.00001827;0.00001495;-0.00015542
-0.00001818;0.00001500;-0.00015546
-0.00001807;0.00001504;-0.00015533
-0.00001801;0.00001503;-0.00015533
-0.00001797;0.00001496;-0.00015535
-0.00001790;0.00001492;-0.00015521
-0.00001799;0.00001486;-0.00015521
-0.00001807;0.00001480;-0.00015526
-0.00001809;0.00001479;-0.00015526
-0.00001811;0.00001476;-0.00015519
-0.00001810;0.00001475;-0.00015522
-0.00001806;0.00001471;-0.00015525
-0.00001807;0.00001479;-0.00015518
-0.00001810;0.00001479;-0.00015526
-0.00001811;0.00001476;-0.00015534
-0.00001810;0.00001480;-0.00015526
-0.00001802;0.00001476;-0.00015521
-0.00001793;0.00001470;-0.00015517
-0.00001785;0.00001471;-0.00015513
-0.00001778;0.00001466;-0.00015503
-0.00001783;0.00001464;-0.00015506
-0.00001786;0.00001460;-0.00015511
-0.00001786;0.00001464;-0.00015503
-0.00001790;0.00001466;-0.00015503
-0.00001793;0.00001464;-0.00015513
-0.00001799;0.00001466;-0.00015514
-0.00001811;0.00001467;-0.00015511
-0.00001827;0.00001466;-0.00015522
-0.00001839;0.00001468;-0.00015533
-0.00001847;0.00001471;-0.00015533
-0.00001845;0.00001478;-0.00015535
-0.00001843;0.00001480;-0.00015541
-0.00001838;0.00001486;-0.00015541
-0.00001841;0.00001492;-0.00015539
-0.00001841;0.00001494;-0.00015550
-0.00001838;0.00001503;-0.00015555
-0.00001831;0.00001514;-0.00015550
-0.00001818;0.00001519;-0.00015551
-0.00001807;0.00001524;-0.00015557
-0.00001802;0.00001528;-0.00015551
-0.00001814;0.00001526;-0.00015557
-0.00001826;0.00001528;-0.00015573
-0.00001835;0.00001536;-0.00015582
-0.00001842;0.00001547;-0.00015582
-0.00001839;0.00001551;-0.00015591
-0.00001830;0.00001562;-0.00015599
-0.00001821;0.00001574;-0.00015598
-0.00001815;0.00001587;-0.00015611
-0.00001811;0.00001607;-0.00015633
-0.00001809;0.00001627;-0.00015647
-0.00001814;0.00001636;-0.00015654
-0.00001814;0.00001639;-0.00015667
-0.00001810;0.00001642;-0.00015669
-0.00001813;0.00001643;-0.00015659
-0.00001813;0.00001632;-0.00015655
-0.00001814;0.00001623;-0.00015657
-0.00001818;0.00001616;-0.00015645
-0.00001817;0.00001608;-0.00015630
-0.00001821;0.00001590;-0.00015623
-0.00001822;0.00001571;-0.00015606
-0.00001817;0.00001554;-0.00015583
-0.00001817;0.00001532;-0.00015569
-0.00001811;0.00001516;-0.00015561
-0.00001814;0.00001507;-0.00015546
-0.00001819;0.00001492;-0.00015537
-0.00001818;0.00001486;-0.00015539
-0.00001817;0.00001484;-0.00015531
-0.00001810;0.00001487;-0.00015525
-0.00001798;0.00001486;-0.00015529
-0.00001791;0.00001490;-0.00015530
-0.00001789;0.00001496;-0.00015527
-0.00001789;0.00001496;-0.00015531
-0.00001790;0.00001496;-0.00015538
-0.00001793;0.00001500;-0.00015541
-0.00001801;0.00001499;-0.00015541
-0.00001802;0.00001496;-0.00015549
-0.00001806;0.00001498;-0.00015551
-0.00001802;0.00001502;-0.00015545
-0.00001802;0.00001500;-0.00015545
-0.00001799;0.00001495;-0.00015550
-0.00001805;0.00001494;-0.00015541
-0.00001809;0.00001486;-0.00015534
-0.00001805;0.00001476;-0.00015537
-0.00001802;0.00001472;-0.00015529
-0.00001795;0.00001471;-0.00015521
-0.00001793;0.00001470;-0.00015525
-0.00001789;0.00001470;-0.00015527
-0.00001789;0.00001472;-0.00015522
-0.00001791;0.00001467;-0.00015519
-0.00001793;0.00001464;-0.00015526
-0.00001789;0.00001464;-0.00015521
-0.00001795;0.00001458;-0.00015513
-0.00001794;0.00001448;-0.00015513
-0.00001799;0.00001440;-0.00015507
-0.00001797;0.00001430;-0.00015495
-0.00001798;0.00001423;-0.00015495
-0.00001798;0.00001427;-0.00015503
-0.00001797;0.00001440;-0.00015502
-0.00001794;0.00001451;-0.00015505
-0.00001786;0.00001458;-0.00015517
-0.00001778;0.00001464;-0.00015518
-0.00001778;0.00001471;-0.00015518
-0.00001783;0.00001478;-0.00015533
-0.00001790;0.00001499;-0.00015554
-0.00001801;0.00001519;-0.00015571
-0.00001810;0.00001538;-0.00015591
-0.00001821;0.00001550;-0.00015611
-0.00001823;0.00001563;-0.00015621
-0.00001831;0.00001567;-0.00015621
-0.00001833;0.00001564;-0.00015626
-0.00001835;0.00001558;-0.00015621
-0.00001837;0.00001546;-0.00015605
-0.00001843;0.00001527;-0.00015590
-0.00001843;0.00001511;-0.00015582
-0.00001834;0.00001498;-0.00015559
-0.00001827;0.00001488;-0.00015545
-0.00001815;0.00001482;-0.00015545
-0.00001809;0.00001492;-0.00015551
-0.00001811;0.00001502;-0.00015554
-0.00001817;0.00001503;-0.00015563
-0.00001819;0.00001504;-0.00015565
-0.00001826;0.00001498;-0.00015554
-0.00001829;0.00001490;-0.00015547
-0.00001827;0.00001475;-0.00015545
-0.00001829;0.00001463;-0.00015527
-0.00001826;0.00001447;-0.00015511
-0.00001823;0.00001423;-0.00015499
-0.00001822;0.00001407;-0.00015487
-0.00001811;0.00001405;-0.00015478
-0.00001805;0.00001412;-0.00015482
-0.00001801;0.00001430;-0.00015501
-0.00001801;0.00001447;-0.00015507
-0.00001805;0.00001454;-0.00015509
-0.00001807;0.00001448;-0.00015513
-0.00001807;0.00001443;-0.00015506
-0.00001814;0.00001439;-0.00015501
-0.00001822;0.00001432;-0.00015505
-0.00001829;0.00001431;-0.00015513
-0.00001839;0.00001430;-0.00015509
-0.00001841;0.00001430;-0.00015507
-0.00001835;0.00001427;-0.00015514
-0.00001831;0.00001434;-0.00015514
-0.00001827;0.00001438;-0.00015509
-0.00001826;0.00001436;-0.00015517
-0.00001823;0.00001438;-0.00015518
-0.00001826;0.00001440;-0.00015514
-0.00001837;0.00001440;-0.00015522
-0.00001839;0.00001444;-0.00015534
-0.00001839;0.00001450;-0.00015530
-0.00001837;0.00001443;-0.00015522
-0.00001839;0.00001431;-0.00015521
-0.00001845;0.00001420;-0.00015515
-0.00001850;0.00001412;-0.00015503
-0.00001855;0.00001403;-0.00015505
-0.00001861;0.00001400;-0.00015511
-0.00001865;0.00001407;-0.00015511
-0.00001865;0.00001410;-0.00015510
-0.00001861;0.00001407;-0.00015511
-0.00001851;0.00001407;-0.00015507
-0.00001849;0.00001404;-0.00015498
-0.00001853;0.00001397;-0.00015499
-0.00001858;0.00001392;-0.00015502
-0.00001867;0.00001385;-0.00015499
-0.00001878;0.00001379;-0.00015498
-0.00001891;0.00001372;-0.00015505
-0.00001895;0.00001372;-0.00015503
-0.00001897;0.00001375;-0.00015498
-0.00001893;0.00001380;-0.00015506
-0.00001883;0.00001391;-0.00015513
-0.00001879;0.00001399;-0.00015509
-0.00001877;0.00001401;-0.00015513
-0.00001881;0.00001399;-0.00015518
-0.00001882;0.00001396;-0.00015513
-0.00001886;0.00001392;-0.00015506
-0.00001885;0.00001389;-0.00015513
-0.00001877;0.00001393;-0.00015509
-0.00001877;0.00001395;-0.00015503
-0.00001881;0.00001389;-0.00015509
-0.00001898;0.00001385;-0.00015519
-0.00001909;0.00001383;-0.00015519
-0.00001918;0.00001383;-0.00015522
-0.00001922;0.00001384;-0.00015531
-0.00001915;0.00001393;-0.00015527
-0.00001906;0.00001397;-0.00015519
-0.00001903;0.00001396;-0.00015526
-0.00001906;0.00001403;-0.00015533
-0.00001915;0.00001410;-0.00015538
-0.00001926;0.00001418;-0.00015547
-0.00001931;0.00001420;-0.00015558
-0.00001927;0.00001428;-0.00015555
-0.00001921;0.00001430;-0.00015550
-0.00001910;0.00001427;-0.00015553
-0.00001911;0.00001432;-0.00015555
-0.00001910;0.00001435;-0.00015553
-0.00001921;0.00001435;-0.00015562
-0.00001926;0.00001434;-0.00015570
-0.00001930;0.00001436;-0.00015565
-0.00001926;0.00001438;-0.00015561
-0.00001915;0.00001438;-0.00015565
-0.00001902;0.00001446;-0.00015558
-0.00001894;0.00001451;-0.00015550
-0.00001894;0.00001451;-0.00015559
-0.00001903;0.00001448;-0.00015567
-0.00001910;0.00001451;-0.00015563
-0.00001910;0.00001450;-0.00015562
-0.00001903;0.00001439;-0.00015562
-0.00001902;0.00001439;-0.00015553
-0.00001903;0.00001427;-0.00015545
-0.00001915;0.00001418;-0.00015553
-0.00001921;0.00001418;-0.00015551
-0.00001918;0.00001420;-0.00015543
-0.00001910;0.00001422;-0.00015545
-0.00001899;0.00001422;-0.00015546
-0.00001893;0.00001426;-0.00015539
-0.00001897;0.00001428;-0.00015538
-0.00001898;0.00001428;-0.00015551
-0.00001895;0.00001438;-0.00015557
-0.00001886;0.00001454;-0.00015554
-0.00001863;0.00001463;-0.00015558
-0.00001854;0.00001475;-0.00015561
-0.00001849;0.00001472;-0.00015555
-0.00001855;0.00001462;-0.00015561
-0.00001877;0.00001451;-0.00015573
-0.00001894;0.00001442;-0.00015573
-0.00001905;0.00001436;-0.00015563
-0.00001899;0.00001426;-0.00015561
-0.00001890;0.00001418;-0.00015551
-0.00001874;0.00001411;-0.00015535
-0.00001861;0.00001400;-0.00015527
-0.00001863;0.00001387;-0.00015527
-0.00001865;0.00001375;-0.00015511
-0.00001859;0.00001359;-0.00015495
-0.00001854;0.00001348;-0.00015491
-0.00001835;0.00001345;-0.00015483
-0.00001822;0.00001348;-0.00015471
-0.00001809;0.00001344;-0.00015470
-0.00001797;0.00001344;-0.00015467
-0.00001790;0.00001347;-0.00015456
-0.00001786;0.00001347;-0.00015456
-0.00001785;0.00001352;-0.00015468
-0.00001793;0.00001363;-0.00015474
-0.00001798;0.00001367;-0.00015474
-0.00001799;0.00001365;-0.00015479
-0.00001795;0.00001363;-0.00015479
-0.00001789;0.00001361;-0.00015464
-0.00001782;0.00001353;-0.00015458
-0.00001777;0.00001347;-0.00015459
-0.00001775;0.00001336;-0.00015446
-0.00001771;0.00001311;-0.00015428
-0.00001767;0.00001283;-0.00015418
-0.00001765;0.00001253;-0.00015398
-0.00001757;0.00001225;-0.00015372
-0.00001751;0.00001200;-0.00015363
-0.00001749;0.00001189;-0.00015364
-0.00001747;0.00001201;-0.00015362
-0.00001749;0.00001223;-0.00015370
-0.00001743;0.00001244;-0.00015392
-0.00001741;0.00001268;-0.00015402
-0.00001742;0.00001288;-0.00015407
-0.00001750;0.00001296;-0.00015426
-0.00001765;0.00001301;-0.00015432
-0.00001778;0.00001296;-0.00015427
-0.00001794;0.00001283;-0.00015426
-0.00001805;0.00001267;-0.00015432
-0.00001815;0.00001259;-0.00015426
-0.00001825;0.00001252;-0.00015422
-0.00001831;0.00001240;-0.00015424
-0.00001826;0.00001243;-0.00015418
-0.00001815;0.00001236;-0.00015403
-0.00001806;0.00001225;-0.00015399
-0.00001801;0.00001217;-0.00015398
-0.00001795;0.00001212;-0.00015387
-0.00001798;0.00001203;-0.00015382
-0.00001797;0.00001196;-0.00015387
-0.00001798;0.00001196;-0.00015384
-0.00001795;0.00001205;-0.00015379
-0.00001794;0.00001211;-0.00015390
-0.00001791;0.00001219;-0.00015399
-0.00001802;0.00001224;-0.00015399
-0.00001813;0.00001233;-0.00015408
-0.00001825;0.00001243;-0.00015428
-0.00001831;0.00001257;-0.00015438
-0.00001842;0.00001265;-0.00015443
-0.00001849;0.00001265;-0.00015456
-0.00001851;0.00001265;-0.00015460
-0.00001853;0.00001256;-0.00015452
-0.00001862;0.00001245;-0.00015458
-0.00001866;0.00001240;-0.00015468
-0.00001870;0.00001239;-0.00015466
-0.00001875;0.00001235;-0.00015468
-0.00001871;0.00001236;-0.00015486
-0.00001867;0.00001239;-0.00015490
-0.00001861;0.00001249;-0.00015491
-0.00001853;0.00001253;-0.00015502
-0.00001846;0.00001247;-0.00015507
-0.00001847;0.00001235;-0.00015499
-0.00001857;0.00001221;-0.00015495
-0.00001863;0.00001211;-0.00015499
-0.00001861;0.00001217;-0.00015498
-0.00001846;0.00001232;-0.00015493
-0.00001842;0.00001233;-0.00015502
-0.00001863;0.00001225;-0.00015515
-0.00001899;0.00001211;-0.00015521
-0.00001946;0.00001196;-0.00015539
-0.00001969;0.00001193;-0.00015551
-0.00001965;0.00001197;-0.00015541
-0.00001943;0.00001211;-0.00015529
-0.00001926;0.00001217;-0.00015533
-0.00001922;0.00001223;-0.00015537
-0.00001923;0.00001225;-0.00015537
-0.00001935;0.00001215;-0.00015538
-0.00001942;0.00001193;-0.00015534
-0.00001950;0.00001171;-0.00015514
-0.00001954;0.00001140;-0.00015501
-0.00001957;0.00001105;-0.00015495
-0.00001961;0.00001073;-0.00015485
-0.00001967;0.00001042;-0.00015475
-0.00001981;0.00001020;-0.00015483
-0.00001995;0.00001010;-0.00015491
-0.00002011;0.00001009;-0.00015493
-0.00002018;0.00001014;-0.00015498
-0.00002013;0.00001018;-0.00015505
-0.00002002;0.00001022;-0.00015494
-0.00001990;0.00001017;-0.00015482
-0.00001981;0.00001008;-0.00015483
-0.00001969;0.00000996;-0.00015478
-0.00001958;0.00000980;-0.00015462
-0.00001930;0.00000952;-0.00015448
-0.00001913;0.00000938;-0.00015446
-0.00001906;0.00000937;-0.00015439
-0.00001903;0.00000933;-0.00015439
-0.00001898;0.00000925;-0.00015443
-0.00001883;0.00000918;-0.00015432
-0.00001865;0.00000924;-0.00015416
-0.00001849;0.00000933;-0.00015418
-0.00001829;0.00000941;-0.00015420
-0.00001811;0.00000941;-0.00015403
-0.00001786;0.00000925;-0.00015391
-0.00001754;0.00000912;-0.00015383
-0.00001715;0.00000922;-0.00015372
-0.00001691;0.00000946;-0.00015366
-0.00001678;0.00000954;-0.00015374
-0.00001682;0.00000936;-0.00015374
-0.00001699;0.00000913;-0.00015367
-0.00001716;0.00000904;-0.00015374
-0.00001716;0.00000922;-0.00015380
-0.00001711;0.00000946;-0.00015376
-0.00001706;0.00000948;-0.00015372
-0.00001706;0.00000926;-0.00015375
-0.00001704;0.00000896;-0.00015368
-0.00001706;0.00000877;-0.00015355
-0.00001703;0.00000872;-0.00015358
-0.00001696;0.00000870;-0.00015360
-0.00001708;0.00000850;-0.00015354
-0.00001742;0.00000804;-0.00015359
-0.00001785;0.00000757;-0.00015378
-0.00001823;0.00000734;-0.00015388
-0.00001851;0.00000734;-0.00015391
-0.00001881;0.00000738;-0.00015410
-0.00001906;0.00000737;-0.00015423
-0.00001925;0.00000723;-0.00015426
-0.00001947;0.00000702;-0.00015436
-0.00001954;0.00000687;-0.00015443
-0.00001949;0.00000686;-0.00015432
-0.00001938;0.00000690;-0.00015422
-0.00001926;0.00000687;-0.00015426
-0.00001926;0.00000669;-0.00015427
-0.00001934;0.00000647;-0.00015424
-0.00001939;0.00000637;-0.00015432
-0.00001951;0.00000630;-0.00015432
-0.00001953;0.00000623;-0.00015423
-0.00001950;0.00000605;-0.00015422
-0.00001961;0.00000578;-0.00015444
-0.00001973;0.00000554;-0.00015459
-0.00001993;0.00000535;-0.00015468
-0.00002015;0.00000521;-0.00015486
-0.00002038;0.00000507;-0.00015510
-0.00002073;0.00000487;-0.00015530
-0.00002089;0.00000459;-0.00015539
-0.00002086;0.00000419;-0.00015550
-0.00002077;0.00000371;-0.00015553
-0.00002061;0.00000320;-0.00015554
-0.00002052;0.00000282;-0.00015571
-0.00002042;0.00000254;-0.00015575
-0.00002034;0.00000242;-0.00015567
-0.00002025;0.00000242;-0.00015563
-0.00002015;0.00000255;-0.00015562
-0.00002019;0.00000266;-0.00015554
-0.00002030;0.00000268;-0.00015561
-0.00002048;0.00000268;-0.00015579
-0.00002062;0.00000260;-0.00015587
-0.00002070;0.00000256;-0.00015585
-0.00002074;0.00000246;-0.00015598
-0.00002084;0.00000224;-0.00015619
-0.00002096;0.00000202;-0.00015633
-0.00002106;0.00000174;-0.00015649
-0.00002112;0.00000144;-0.00015675
-0.00002108;0.00000107;-0.00015685
-0.00002100;0.00000061;-0.00015699
-0.00002088;0.00000013;-0.00015733
-0.00002082;-0.00000027;-0.00015755
-0.00002081;-0.00000052;-0.00015766
-0.00002085;-0.00000069;-0.00015786
-0.00002094;-0.00000084;-0.00015806
-0.00002097;-0.00000107;-0.00015820
-0.00002094;-0.00000133;-0.00015837
-0.00002089;-0.00000171;-0.00015874
-0.00002080;-0.00000228;-0.00015913
-0.00002068;-0.00000291;-0.00015958
-0.00002061;-0.00000344;-0.00016017
-0.00002056;-0.00000382;-0.00016061
-0.00002057;-0.00000400;-0.00016065
-0.00002052;-0.00000395;-0.00016056
-0.00002042;-0.00000384;-0.00016041
-0.00002023;-0.00000380;-0.00016016
-0.00002001;-0.00000370;-0.00015982
-0.00001975;-0.00000347;-0.00015945
-0.00001945;-0.00000315;-0.00015892
-0.00001910;-0.00000295;-0.00015840
-0.00001883;-0.00000290;-0.00015820
-0.00001869;-0.00000295;-0.00015822
-0.00001859;-0.00000302;-0.00015816
-0.00001858;-0.00000294;-0.00015797
-0.00001857;-0.00000288;-0.00015796
-0.00001861;-0.00000308;-0.00015810
-0.00001867;-0.00000344;-0.00015844
-0.00001874;-0.00000382;-0.00015890
-0.00001881;-0.00000404;-0.00015920
-0.00001891;-0.00000412;-0.00015925
-0.00001906;-0.00000424;-0.00015948
-0.00001926;-0.00000444;-0.00015994
-0.00001955;-0.00000467;-0.00016034
-0.00001977;-0.00000481;-0.00016056
-0.00001987;-0.00000485;-0.00016070
-0.00001998;-0.00000483;-0.00016081
-0.00002006;-0.00000489;-0.00016095
-0.00002015;-0.00000501;-0.00016117
-0.00002029;-0.00000513;-0.00016151
-0.00002040;-0.00000534;-0.00016181
-0.00002049;-0.00000558;-0.00016224
-0.00002057;-0.00000583;-0.00016285
-0.00002066;-0.00000615;-0.00016340
-0.00002076;-0.00000643;-0.00016383
-0.00002078;-0.00000669;-0.00016431
-0.00002070;-0.00000699;-0.00016484
-0.00002058;-0.00000734;-0.00016528
-0.00002048;-0.00000761;-0.00016566
-0.00002034;-0.00000773;-0.00016586
-0.00002021;-0.00000778;-0.00016570
-0.00002005;-0.00000774;-0.00016546
-0.00001990;-0.00000773;-0.00016542
-0.00001977;-0.00000774;-0.00016547
-0.00001974;-0.00000779;-0.00016542
-0.00001967;-0.00000778;-0.00016536
-0.00001971;-0.00000770;-0.00016535
-0.00001974;-0.00000770;-0.00016534
-0.00001974;-0.00000775;-0.00016538
-0.00001973;-0.00000781;-0.00016555
-0.00001973;-0.00000786;-0.00016563
-0.00001974;-0.00000789;-0.00016559
-0.00001975;-0.00000785;-0.00016560
-0.00001979;-0.00000781;-0.00016567
-0.00001982;-0.00000779;-0.00016558
-0.00001989;-0.00000777;-0.00016555
-0.00001994;-0.00000774;-0.00016564
-0.00001999;-0.00000778;-0.00016570
-0.00002002;-0.00000785;-0.00016578
-0.00002011;-0.00000788;-0.00016602
-0.00002015;-0.00000794;-0.00016622
-0.00002014;-0.00000804;-0.00016626
-0.00002010;-0.00000806;-0.00016627
-0.00002002;-0.00000804;-0.00016626
-0.00001997;-0.00000802;-0.00016612
-0.00001999;-0.00000800;-0.00016606
-0.00002002;-0.00000800;-0.00016620
-0.00002010;-0.00000800;-0.00016632
-0.00002022;-0.00000802;-0.00016634
-0.00002032;-0.00000801;-0.00016652
-0.00002044;-0.00000808;-0.00016678
-0.00002045;-0.00000814;-0.00016688
-0.00002045;-0.00000816;-0.00016687
-0.00002038;-0.00000810;-0.00016686
-0.00002032;-0.00000813;-0.00016680
-0.00002029;-0.00000816;-0.00016678
-0.00002027;-0.00000820;-0.00016695
-0.00002019;-0.00000830;-0.00016714
-0.00002013;-0.00000840;-0.00016715
-0.00001998;-0.00000844;-0.00016710
-0.00001979;-0.00000844;-0.00016711
-0.00001963;-0.00000850;-0.00016702
-0.00001954;-0.00000850;-0.00016699
-0.00001954;-0.00000854;-0.00016715
-0.00001962;-0.00000861;-0.00016745
-0.00001974;-0.00000877;-0.00016778
-0.00001983;-0.00000894;-0.00016827
-0.00001991;-0.00000910;-0.00016885
-0.00001999;-0.00000928;-0.00016922
-0.00001999;-0.00000944;-0.00016951
-0.00001998;-0.00000952;-0.00016987
-0.00001995;-0.00000968;-0.00017025
-0.00001993;-0.00000980;-0.00017052
-0.00001997;-0.00000988;-0.00017084
-0.00002006;-0.00000996;-0.00017122
-0.00002006;-0.00001012;-0.00017152
-0.00002006;-0.00001025;-0.00017189
-0.00001990;-0.00001037;-0.00017218
-0.00001974;-0.00001044;-0.00017213
-0.00001954;-0.00001046;-0.00017190
-0.00001934;-0.00001045;-0.00017177
-0.00001917;-0.00001046;-0.00017178
-0.00001905;-0.00001058;-0.00017193
-0.00001899;-0.00001070;-0.00017232
-0.00001895;-0.00001081;-0.00017266
-0.00001887;-0.00001088;-0.00017274
-0.00001875;-0.00001093;-0.00017270
-0.00001865;-0.00001096;-0.00017286
-0.00001853;-0.00001107;-0.00017313
-0.00001849;-0.00001123;-0.00017341
-0.00001846;-0.00001131;-0.00017377
-0.00001838;-0.00001140;-0.00017407
-0.00001818;-0.00001152;-0.00017412
-0.00001798;-0.00001157;-0.00017411
-0.00001771;-0.00001156;-0.00017407
-0.00001750;-0.00001157;-0.00017393
-0.00001729;-0.00001160;-0.00017376
-0.00001711;-0.00001163;-0.00017375
-0.00001694;-0.00001164;-0.00017384
-0.00001678;-0.00001171;-0.00017392
-0.00001671;-0.00001180;-0.00017413
-0.00001660;-0.00001188;-0.00017444
-0.00001650;-0.00001199;-0.00017463
-0.00001640;-0.00001205;-0.00017481
-0.00001639;-0.00001212;-0.00017511
-0.00001639;-0.00001219;-0.00017540
-0.00001639;-0.00001229;-0.00017553
-0.00001631;-0.00001232;-0.00017573
-0.00001618;-0.00001235;-0.00017589
-0.00001608;-0.00001241;-0.00017584
-0.00001594;-0.00001243;-0.00017575
-0.00001590;-0.00001240;-0.00017587
-0.00001586;-0.00001245;-0.00017599
-0.00001582;-0.00001252;-0.00017603
-0.00001578;-0.00001253;-0.00017612
-0.00001568;-0.00001253;-0.00017617
-0.00001555;-0.00001256;-0.00017605
-0.00001532;-0.00001255;-0.00017595
-0.00001514;-0.00001253;-0.00017596
-0.00001503;-0.00001259;-0.00017591
-0.00001495;-0.00001259;-0.00017584
-0.00001488;-0.00001256;-0.00017595
-0.00001490;-0.00001261;-0.00017607
-0.00001490;-0.00001264;-0.00017612
-0.00001487;-0.00001267;-0.00017624
-0.00001484;-0.00001267;-0.00017633
-0.00001483;-0.00001271;-0.00017628
-0.00001476;-0.00001269;-0.00017621
-0.00001475;-0.00001272;-0.00017636
-0.00001471;-0.00001275;-0.00017651
-0.00001470;-0.00001280;-0.00017662
-0.00001468;-0.00001285;-0.00017680
-0.00001470;-0.00001283;-0.00017694
-0.00001470;-0.00001287;-0.00017687
-0.00001464;-0.00001285;-0.00017680
-0.00001463;-0.00001281;-0.00017683
-0.00001464;-0.00001283;-0.00017680
-0.00001470;-0.00001283;-0.00017682
-0.00001474;-0.00001281;-0.00017694
-0.00001483;-0.00001280;-0.00017703
-0.00001490;-0.00001281;-0.00017695
-0.00001491;-0.00001280;-0.00017694
-0.00001490;-0.00001276;-0.00017703
-0.00001492;-0.00001281;-0.00017704
-0.00001487;-0.00001279;-0.00017699
-0.00001479;-0.00001275;-0.00017696
-0.00001468;-0.00001275;-0.00017684
-0.00001458;-0.00001272;-0.00017668
-0.00001446;-0.00001271;-0.00017671
-0.00001436;-0.00001271;-0.00017683
-0.00001426;-0.00001271;-0.00017679
-0.00001423;-0.00001268;-0.00017667
-0.00001423;-0.00001261;-0.00017659
-0.00001423;-0.00001259;-0.00017652
-0.00001424;-0.00001259;-0.00017649
-0.00001422;-0.00001259;-0.00017662
-0.00001415;-0.00001255;-0.00017664
-0.00001399;-0.00001253;-0.00017643
-0.00001380;-0.00001247;-0.00017620
-0.00001359;-0.00001237;-0.00017608
-0.00001336;-0.00001236;-0.00017597
-0.00001320;-0.00001235;-0.00017592
